|LEVEL|NAME|EMPID|TYPE|
|7|BIS_CREDIT_FULL_PH03A_AR_X_RATE_TP_UREPTFFUL_YDDTRNPF_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_CL_X_GRP_SPRU_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LINE_OF_CREDIT_AR_X_AU_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LINE_OF_CREDIT_AR_X_AU_YDDTRNPF_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LINE_OF_CREDIT_AR_X_CD_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LINE_OF_CREDIT_AR_X_GRP_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LINE_OF_CREDIT_AR_X_IP_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LINE_OF_CREDIT_AR_X_IP_YDDTRNPF_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LINE_OF_CREDIT_AR_X_LMT_TP_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LINE_OF_CREDIT_AR_X_LMT_TP_YDDTRNPF_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LINE_OF_CREDIT_AR_X_RATE_TP_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LINE_OF_CREDIT_AR_X_RATE_TP_YDDTRNPF_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LINE_OF_CREDIT_AR_X_RATE_TP_YDDTRNPF_YOVHI_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LINE_OF_CREDIT_LOC_AR_HIST_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LINE_OF_CREDIT_LOC_AR_HIST_YDDTRNPF_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LOAN_AR_HIST_UREPTFFUL_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_LOAN_AR_HIST_UREPTFFUL_YDDTRNPF_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_OFFICER_FULL_PH03A_CR_OFCR_HIST_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT_OFFICER|JOB|
|7|BIS_CREDIT_OFFICER_FULL_PH03A_IDV_HIST_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT_OFFICER|JOB|
|7|BIS_CREDIT_OFFICER_FULL_PH03A_IP_X_LO_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT_OFFICER|JOB|
|7|BIS_CREDIT_OFFICER_FULL_PH03A_TEL_ADR_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT_OFFICER|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_DLQ_PRD_UREPTPFFUL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\DELINQUENCY|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_ADL_ATTR_VAL_XINSPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_AVY_SHD_ITM_XINSPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_AVY_XINSPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_AR_SEUDDY10_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_AR_SEUDDY10_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_AR_XINSPF_DEP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_AR_XINSPF_LOAN_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_AU_SEUY10_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_AU_XINSPF_INS_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_AU_XINSPF_PMT_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_CL_SEUY10_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_IP_SEUY10_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_IP_XINSPF_AR_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_IP_XINSPF_BBN_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_IP_XINSPF_CO_LINK_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_IP_XINSPF_CR_OF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_IP_XINSPF_FIL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_RI_SEUY10_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_AR_X_RI_SEUY10_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_INS_AR_HIST_SEUY10_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_INS_AR_HIST_XINSPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_INS_CO_HIST_XINSPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_ORG_HIST_XINSPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_RI_AVY_SEUY10_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_RI_AVY_SEUY10_SEZLPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_RI_VAL_SEUY10_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_RI_X_IP_SEUY10_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_SCR_AR_HIST_SEUY10_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_PROVISION_SCR_AR_HIST_SEUY10_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_VHCL_CARPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_EV_CR_EV_INC_BEG_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\RESTRUCTION|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_EV_UREPTPFFUL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\RESTRUCTION|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_EV_UREPTPFFUL_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\RESTRUCTION|JOB|
|6|CREDIT|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION|FOLDER|
|6|PROVISION|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION|FOLDER|
|6|RESTRUCTION|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION|FOLDER|
|6|A_BIS_CREDIT_CREDIT_PH03B_UNION_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION|JOB|
|6|BIS_CREDIT_CREDIT_PH03B_CREDIT_UNION_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION|JOB|
|6|BIS_CREDIT_CREDIT_PH03B_PROVISION_UNION_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION|JOB|
|7|AR_X_LMT_TP_BIS_CREDIT_PH03B_AR_X_LMT_TP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_CREDIT_PH03B_AR_ADL_ATTR_VAL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_CREDIT_PH03B_AR_AVY_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_CREDIT_PH03B_AR_AVY_SHD_ITM_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_CREDIT_PH03B_AR_X_AR_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_CREDIT_PH03B_AR_X_AU_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_CREDIT_PH03B_AR_X_CD_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_CREDIT_PH03B_AR_X_CL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_CREDIT_PH03B_AR_X_GRP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_CREDIT_PH03B_AR_X_IP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_CREDIT_PH03B_AR_X_LMT_TP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_CREDIT_PH03B_AR_X_RATE_TP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_CREDIT_PH03B_INS_AR_HIST_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_CREDIT_PH03B_RI_AVY_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_CREDIT_PHO3B_AR_X_RI_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\CREDIT|JOB|
|7|BIS_PROVISION_PH03B_AR_X_AU_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\PROVISION|JOB|
|7|BIS_PROVISION_PH03B_AR_X_IP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\PROVISION|JOB|
|7|BIS_CREDIT_RESTRUCTION_PH03B_AR_X_EV_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\RESTRUCTION|JOB|
|7|BIS_CREDIT_RESTRUCTION_PH03B_AR_X_EV_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03B_UNION\\RESTRUCTION|JOB|
|6|AUTHORIZATION|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH04_LOAD|FOLDER|
|6|A_BIS_CREDIT_PH04_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH04_LOAD|JOB|
|6|A_BIS_CREDIT_PHREJECT_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH04_LOAD|JOB|
|6|BIS_CREDIT_PH04_CREDIT_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH04_LOAD|JOB|
|6|BIS_CREDIT_PH04_CREDIT_OFFICER_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH04_LOAD|JOB|
|6|BIS_CREDIT_PH04_DELINQUENCY_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH04_LOAD|JOB|
|6|BIS_CREDIT_PH04_FIRST_R4_CREDIT_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH04_LOAD|JOB|
|6|BIS_CREDIT_PH04_PROVISION_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH04_LOAD|JOB|
|6|BIS_CREDIT_PH04_RESTRUCTION_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH04_LOAD|JOB|
|6|BIS_CREDIT_PHREJECT_CREDIT_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH04_LOAD|JOB|
|6|BIS_CREDIT_PHREJECT_CREDIT_OFFICER_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH04_LOAD|JOB|
|6|BIS_CREDIT_PHREJECT_PROVISION_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH04_LOAD|JOB|
|6|BIS_CREDIT_PHREJECT_RESTRUCTION_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH04_LOAD|JOB|
|7|BIS_CREDIT_AUTH_FULL_PH04_CREDIT_AUTH_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH04_LOAD\\AUTHORIZATION|JOB|
|5|PH01A_EXTRACT|\\_DWH\\10_DWH\\BIS\\LORONOSTRO|FOLDER|
|5|PH01B_PREPARE|\\_DWH\\10_DWH\\BIS\\LORONOSTRO|FOLDER|
|5|PH01C_GET_CHANGES|\\_DWH\\10_DWH\\BIS\\LORONOSTRO|FOLDER|
|5|PH02B_GET_ALL_SK|\\_DWH\\10_DWH\\BIS\\LORONOSTRO|FOLDER|
|5|PH02_GET_NEW_SK|\\_DWH\\10_DWH\\BIS\\LORONOSTRO|FOLDER|
|5|PH03A_TRANSFORM|\\_DWH\\10_DWH\\BIS\\LORONOSTRO|FOLDER|
|5|PH04_LOAD|\\_DWH\\10_DWH\\BIS\\LORONOSTRO|FOLDER|
|5|BIS_LORONOSTRO_FULL_CYCLE_SEQ|\\_DWH\\10_DWH\\BIS\\LORONOSTRO|JOB|
|5|BIS_LORONOSTRO_FULL_SEQ|\\_DWH\\10_DWH\\BIS\\LORONOSTRO|JOB|
|5|BIS_LORONOSTRO_MAIN_ALL_SEQ|\\_DWH\\10_DWH\\BIS\\LORONOSTRO|JOB|
|5|BIS_LORONOSTRO_MAIN_SEQ|\\_DWH\\10_DWH\\BIS\\LORONOSTRO|JOB|
|6|A_BIS_LORONOSTRO_FULL_PH01A_EXTRACT_SEQ|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01A_EXTRACT|JOB|
|6|BIS_LORONOSTRO_FULL_PH01A_D4PF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01A_EXTRACT|JOB|
|6|BIS_LORONOSTRO_FULL_PH01A_D5PF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01A_EXTRACT|JOB|
|6|BIS_LORONOSTRO_FULL_PH01A_D9PF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01A_EXTRACT|JOB|
|6|BIS_LORONOSTRO_FULL_PH01A_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01A_EXTRACT|JOB|
|6|BIS_LORONOSTRO_FULL_PH01A_OTC1PF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01A_EXTRACT|JOB|
|6|BIS_LORONOSTRO_FULL_PH01A_S1PF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01A_EXTRACT|JOB|
|6|BIS_LORONOSTRO_FULL_PH01A_S2PF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01A_EXTRACT|JOB|
|6|BIS_LORONOSTRO_FULL_PH01A_S5PF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01A_EXTRACT|JOB|
|6|BIS_LORONOSTRO_FULL_PH01A_SCPF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01A_EXTRACT|JOB|
|6|A_BIS_LORONOSTRO_FULL_PH01B_PREPARE_SEQ|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01B_PREPARE|JOB|
|6|BIS_LORONOSTRO_FULL_PH01B_SCPF_NEPF_S1PF_PART1_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01B_PREPARE|JOB|
|6|BIS_LORONOSTRO_FULL_PH01B_SCPF_NEPF_S1PF_PART2_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01B_PREPARE|JOB|
|6|BIS_LORONOSTRO_FULL_PH01B_SCPF_NEPF_S1PF_PART3_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01B_PREPARE|JOB|
|6|BIS_LORONOSTRO_FULL_PH01B_SCPF_NEPF_S1PF_PART4_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01B_PREPARE|JOB|
|6|BIS_LORONOSTRO_FULL_PH01B_SCPF_NEPF_S1PF_PART5_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01B_PREPARE|JOB|
|6|BIS_LORONOSTRO_FULL_PH01B_SCPF_NEPF_S1PF_PART6_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01B_PREPARE|JOB|
|6|BIS_LORONOSTRO_FULL_PH01B_SCPF_NEPF_S1PF_SEQ|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01B_PREPARE|JOB|
|6|A_BIS_LORONOSTRO_FULL_PH01C_GET_CHANGES_SEQ|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01C_GET_CHANGES|JOB|
|6|BIS_LORONOSTRO_FULL_PH01C_OTC1PF_NEPF_IB_DEP_AR_HIST_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01C_GET_CHANGES|JOB|
|6|BIS_LORONOSTRO_FULL_PH01C_OTC1PF_NEPF_IB_LOAN_AR_HIST_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01C_GET_CHANGES|JOB|
|6|BIS_LORONOSTRO_FULL_PH01C_SCPF_NEPF_AR_ADL_ATTR_VAL_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01C_GET_CHANGES|JOB|
|6|BIS_LORONOSTRO_FULL_PH01C_SCPF_NEPF_AR_X_CL_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01C_GET_CHANGES|JOB|
|6|BIS_LORONOSTRO_FULL_PH01C_SCPF_NEPF_S1PF_AR_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01C_GET_CHANGES|JOB|
|6|BIS_LORONOSTRO_FULL_PH01C_SCPF_NEPF_S1PF_AR_X_AU_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01C_GET_CHANGES|JOB|
|6|BIS_LORONOSTRO_FULL_PH01C_SCPF_NEPF_S1PF_AR_X_CD_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01C_GET_CHANGES|JOB|
|6|BIS_LORONOSTRO_FULL_PH01C_SCPF_NEPF_S1PF_AR_X_IP_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01C_GET_CHANGES|JOB|
|6|BIS_LORONOSTRO_FULL_PH01C_SCPF_NEPF_S1PF_AR_X_RATE_TP_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01C_GET_CHANGES|JOB|
|6|BIS_LORONOSTRO_FULL_PH01C_SCPF_NEPF_S1PF_IB_GNL_AR_HIST_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01C_GET_CHANGES|JOB|
|6|BIS_LORONOSTRO_FULL_PH01C_SCPF_NEPF_S1PF_LORO_AC_AR_HIST_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01C_GET_CHANGES|JOB|
|6|BIS_LORONOSTRO_FULL_PH01C_SCPF_NEPF_S1PF_NOSTRO_AC_AR_HIST_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH01C_GET_CHANGES|JOB|
|6|A_BIS_LORONOSTRO_FULL_PH02B_GET_ALL_SK_SEQ|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH02B_GET_ALL_SK|JOB|
|6|BIS_LORONOSTRO_FULL_PH02B_AR_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH02B_GET_ALL_SK|JOB|
|6|A_BIS_LORONOSTRO_FULL_PH02_GET_NEW_SK_SEQ|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH02_GET_NEW_SK|JOB|
|6|BIS_LORONOSTRO_FULL_PH02_AR_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH02_GET_NEW_SK|JOB|
|6|BIS_LORONOSTRO_FULL_PH02_BRDG_AU_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH02_GET_NEW_SK|JOB|
|6|A_BIS_LORONOSTRO_FULL_PH03A_TRANSFORM_SEQ|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH03A_TRANSFORM|JOB|
|6|BIS_LORONOSTRO_FULL_PH03A_AR_ADL_ATTR_VAL_SCPF_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH03A_TRANSFORM|JOB|
|6|BIS_LORONOSTRO_FULL_PH03A_AR_X_AU_SCPF_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH03A_TRANSFORM|JOB|
|6|BIS_LORONOSTRO_FULL_PH03A_AR_X_CD_SCPF_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH03A_TRANSFORM|JOB|
|6|BIS_LORONOSTRO_FULL_PH03A_AR_X_CL_SCPF_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH03A_TRANSFORM|JOB|
|6|BIS_LORONOSTRO_FULL_PH03A_AR_X_IP_SCPF_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH03A_TRANSFORM|JOB|
|6|BIS_LORONOSTRO_FULL_PH03A_AR_X_RATE_TP_SCPF_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH03A_TRANSFORM|JOB|
|6|BIS_LORONOSTRO_FULL_PH03A_IB_DEP_AR_HIST_OTC1PF_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH03A_TRANSFORM|JOB|
|6|BIS_LORONOSTRO_FULL_PH03A_IB_GNL_AR_HIST_SCPF_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH03A_TRANSFORM|JOB|
|6|BIS_LORONOSTRO_FULL_PH03A_IB_LOAN_AR_HIST_OTC1PF_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH03A_TRANSFORM|JOB|
|6|BIS_LORONOSTRO_FULL_PH03A_LORO_AC_AR_HIST_SCPF_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH03A_TRANSFORM|JOB|
|6|BIS_LORONOSTRO_FULL_PH03A_NOSTRO_AC_AR_HIST_SCPF_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH03A_TRANSFORM|JOB|
|6|A_BIS_LORONOSTRO_PH04_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH04_LOAD|JOB|
|6|A_BIS_LORONOSTRO_PHREJECT_LOAD_SEQ|\\_DWH\\10_DWH\\BIS\\LORONOSTRO\\PH04_LOAD|JOB|
